1	2	8110	-2.6	2010
1	2	7704	-5.2	2010
1	2	7650	-11.7	2010
0	2	6472	-16.5	2010
0	2	6750	-11	2010
1	3	9014	-5.9	2010
1	3	8390	-4.2	2010
1	3	7936	-4	2010
1	3	7924	-5.8	2010
1	3	6657	-5.9	2010
0	3	6115.09	-3.4	2010
0	3	6501.1	-2.2	2010
1	3	6902	2.4	2010
1	3	9853	5.2	2010
1	3	10084	-0.2	2010
1	3	9080	-1.8	2010
1	3	6830	1.5	2010
0	3	5865	8.1	2010
0	3	6282	11.3	2010
1	3	8803	7	2010
1	3	9392	-2	2010
1	3	9853	0.2	2010
1	3	9810	-1.3	2010
1	3	7527	-3.5	2010
0	3	5748	-3.1	2010
0	3	6256	-1.1	2010
1	3	7750	0.7	2010
1	3	7615	2.3	2010
1	3	6365	1.5	2010
1	3	6095	-0.1	2010
1	3	6070	-1.6	2010
0	3	4890	-1.2	2010
0	3	5247.44	2.8	2010
1	3	6667.64	-3	2010
1	3	6065.36	-3.7	2010
1	3	6391.5	-0.5	2010
1	11	10426.09	10.7	2010
1	11	10792.68	14.4	2010
1	11	9407.67	13.1	2010
1	11	8057.96	7.2	2010
1	11	7720.4	7.5	2010
0	11	6685.32	7.7	2010
0	11	8977.63	9.4	2010
1	11	10861.02	14.1	2010
1	11	11268.89	9.2	2010
1	11	9835.15	1.4	2010
1	11	9649.91	2.1	2010
1	11	9059.42	3.8	2010
0	11	8716.45	4.8	2010
0	11	7863.84	4	2010
1	11	9006.41	10.2	2010
1	11	9471.85	13.5	2010
1	11	9625.15	9.6	2010
1	11	9588.69	14.1	2010
1	11	9588.13	13.7	2010
0	11	8987.69	12.7	2010
0	11	9146.93	8.5	2010
1	11	11111.63	17.8	2010
1	11	11109.47	18.7	2010
1	11	11027.28	15.7	2010
1	11	10992.14	17	2010
1	11	10177.16	15.8	2010
0	11	8069.23	15.2	2010
0	11	8790.58	13.8	2010
1	11	11424.58	15.7	2010
1	11	10859.26	5	2010
1	12	11111.92	4.7	2010
1	12	11318.2	5.4	2010
1	12	10256.45	2.5	2010
0	12	8503.76	4.5	2010
0	12	8554.09	5.6	2010
1	12	10740.75	5.2	2010
1	12	10712.79	10.3	2010
1	12	11110.34	10.4	2010
1	12	10840.43	7.5	2010
1	12	10492.72	4.9	2010
0	12	9319.26	14.8	2010
0	12	9469.78	4.4	2010
1	12	11361.75	0.2	2010
1	12	11443.53	1.5	2010
1	12	11349.39	11.8	2010
1	12	11616.31	11	2010
1	12	10659.95	5.9	2010
0	12	9352.79	2.8	2010
0	12	9656.08	3.4	2010
1	12	11693.97	7.9	2010
1	12	12684.09	2.4	2010
1	12	12249.59	4.5	2010
1	12	11598.31	4.9	2010
1	12	10698.3	1.2	2010
0	12	9290.85	-1.8	2010
0	12	8935.55	3.5	2010
1	12	11422.7	2.8	2010
1	12	11440.87	2.3	2010
1	12	10966.6	3.6	2010
1	12	9109.08	0.3	2010
1	12	7731.59	-0.3	2010
0	1	5710.45	3.7	2011
0	1	5435.71	11.8	2011
1	1	6554.19	9.7	2011
1	1	7832.56	7.3	2011
1	1	8514.95	4.2	2011
1	1	8922.31	10.1	2011
1	1	7878.33	10	2011
0	1	8228.26	10.2	2011
0	1	8099.84	11.2	2011
1	1	9622.44	3.9	2011
1	1	11149.53	1.2	2011
1	1	10531.55	-2.7	2011
1	1	11390.01	1.3	2011
1	1	10612.14	1.1	2011
0	1	9338.57	1.5	2011
0	1	10114.37	-2.4	2011
1	1	11410.82	-4.4	2011
1	1	11482.55	-3.4	2011
1	1	11535.78	-2.4	2011
1	1	11544.27	-3.3	2011
1	1	11008.44	-4.6	2011
0	1	9468.26	-5.4	2011
0	1	9451.27	-5.7	2011
1	1	11367.31	-5.1	2011
1	1	11266.19	-0.4	2011
1	1	11300.92	-0.5	2011
1	1	10760.55	-1.9	2011
1	1	9644.65	-6.5	2011
0	1	9605.61	-11.8	2011
0	1	9346.54	-11.6	2011
1	1	11474.05	-11	2011
1	2	11487.74	-9.7	2011
1	2	11408.14	-3.3	2011
1	2	11557.14	5.6	2011
1	2	11240.58	0.5	2011
0	2	10310.66	-0.9	2011
0	2	11592.64	-4.5	2011
1	2	11612.97	-2.9	2011
1	2	11569.63	-7.1	2011
1	2	11580	-4.1	2011
1	2	11562.48	-4.8	2011
1	2	11277.06	-8.9	2011
0	2	10955.09	-7.6	2011
0	2	10814.92	-2.9	2011
1	2	11583.88	-1	2011
1	2	11637.34	-2.2	2011
1	2	12046.79	3.3	2011
1	2	12223.75	-1.3	2011
1	2	12273.84	-0.5	2011
0	2	11712.47	1.9	2011
0	2	12271.11	-1.2	2011
1	2	12425.07	-5.8	2011
1	2	11823.19	-4.6	2011
1	2	10917.25	-5.7	2011
1	2	10907.46	-7.8	2011
1	2	11377.75	-11.5	2011
0	2	11197.93	-12.4	2011
0	2	10786.6	-14.6	2011
1	2	10485.78	-11.8	2011
1	3	10183.82	-11.9	2011
1	3	10029.92	-8.5	2011
1	3	9926.22	-9.5	2011
1	3	9753.23	-11.2	2011
0	3	8928.31	-9.6	2011
0	3	7848.92	-6.1	2011
1	3	7748	-6.6	2011
1	3	7844.02	-6.3	2011
1	3	9830.2	-9.7	2011
1	3	9395.68	-5.7	2011
1	3	9285.39	-6.4	2011
0	3	8213.34	-5	2011
0	3	7578.6	-3.8	2011
1	3	9344.45	-8	2011
1	3	9246.38	-2	2011
1	3	8566.12	1	2011
1	3	9567.28	-1.5	2011
1	3	8912.87	-4.2	2011
0	3	7745.32	-2.4	2011
0	3	7465.25	-5.1	2011
1	3	9593.86	-2.9	2011
1	3	9446.22	1.7	2011
1	3	9410.21	-0.6	2011
1	3	9535.79	2.1	2011
1	3	9684.68	4.7	2011
0	3	8530.15	11.8	2011
0	3	7677.9	0.6	2011
1	3	10064.62	-1.9	2011
1	3	10185.04	-0.9	2011
1	3	9607.67	-0.2	2011
1	3	9608.07	0.9	2011
